LastName,FirstName,Age,Class,PassengerOrCrew,Role,Survivor
GOSLING,Mr Bertram James,22,Engineering,Crew,,false
GOSLING,Mr Frank Henry,25,Engineering,Crew,,false
GRACEY,Mr John,41,Deck,Crew,(Delivery trip only),false
GRACIE,Colonel Archibald,53,1st Class,Passenger,,true
GRADIDGE,Mr Ernest Edward,22,Engineering,Crew,,false
GRAHAM,Miss Margaret Edith,19,1st Class,Passenger,,true
GRAHAM,Mr George Edward,38,1st Class,Passenger,,false
GRAHAM,Mr Thomas Gibson,28,Engineering,Crew,,true
GRAHAM,Mrs Edith,58,1st Class,Passenger,,true
GREEN,Mr George,20,Engineering,Crew,,false
GREEN,Mr George,41,3rd Class,Passenger,,false
GREENBERG,Mr Samuel,51,2nd Class,Passenger,,false
GREENFIELD,Mr William Bertram,23,1st Class,Passenger,,true
GREENFIELD,Mrs Blanche,45,1st Class,Passenger,,true
GREGG,Mr William,43,Engineering,Crew,(Delivery trip only),false
GREGORY,Mr David,43,Engineering,Crew,,false
GREGSON,Miss Mary Josephine,45,Victualling,Crew,,true
GRØNNESTAD,Mr Daniel Danielsen,32,3rd Class,Passenger,,false
GROSCLAUDE,Mr Gérald,24,Restaurant Staff,Crew,,false
GUEST,Mr Stephen,22,3rd Class,Passenger,,false
GUGGENHEIM,Mr Benjamin,46,1st Class,Passenger,,false
GUMERY,Mr George,24,Engineering,Crew,,false
GUNN,Mr Joseph Alfred,30,Victualling,Crew,,false
GUSTAFSSON,Mr Alfred Ossian,19,3rd Class,Passenger,,false
GUSTAFSSON,Mr Anders Vilhelm,37,3rd Class,Passenger,,false
GUSTAFSSON,Mr Johan Birger,28,3rd Class,Passenger,,false
GUSTAFSSON,Mr Karl Gideon,19,3rd Class,Passenger,,false
GUY,Mr Elgar John,29,Victualling,Crew,,true
GWINN,Mr William Logan,37,Victualling,Crew,Postal Clerk,false
HAAS,Miss Aloisia,24,3rd Class,Passenger,,false
HADDOCK,Mr Herbert James,51,Deck,Crew,Titanic Officers,false
HADLEY,Mr John,50,Engineering,Crew,(Delivery trip only),false
HAGGAN,Mr John,35,Engineering,Crew,,true
HAGLAND,Mr Ingvald Olai Olsen,28,3rd Class,Passenger,,false
HAGLAND,Mr Konrad Mathias Reiersen,19,3rd Class,Passenger,,false
HAINES,Mr Albert,31,Deck,Crew,,true
HAKKARAINEN,Mr Pekka Pietari,28,3rd Class,Passenger,,false
HAKKARAINEN,Mrs Elin Matilda,24,3rd Class,Passenger,,true
HALE,Mr John,25,Engineering,Crew,(Delivery trip only),false
HALE,Mr Reginald,31,2nd Class,Passenger,,false
HALFORD,Mr Richard,27,Victualling,Crew,,true
HALL,Mr Frank Alfred James,40,Victualling,Crew,,false
HALL,Mr George,38,Engineering,Crew,(Delivery trip only),false
HALL,Mr J.,32,Engineering,Crew,,false
HALLETT,Mr George Alexander,23,Engineering,Crew,,false
HALPIN,Mr Joseph,24,Engineering,Crew,(Delivery trip only),false
HÄMÄLÄINEN,Master Viljo Unto Johannes,1,2nd Class,Passenger,,true
HÄMÄLÄINEN,Mrs Anna Lydia Amanda,23,2nd Class,Passenger,,true
HAMBLYN,Mr Ernest William,47,Victualling,Crew,,false
HAMILTON,Mr Ernest,25,Victualling,Crew,,false
HAMILTON,Mr William J.,24,Engineering,Crew,(Delivery trip only),false
HAMPE,Mr Léon Jérome,19,3rd Class,Passenger,,false
HANDS,Mr Bernard,54,Engineering,Crew,,false
HANLEY,Mr William,25,Engineering,Crew,(Delivery trip only),false
ḤANNĀ AL-HĀJ,Mr Mansūr,35,3rd Class,Passenger,,false
ḤANNĀ,Mr Mubārik Sulaymān Abī Āsī,27,3rd Class,Passenger,,true
HANNAM,Mr George,30,Engineering,Crew,,false
HANSEN,Mr Claus Peter,41,3rd Class,Passenger,,false
HANSEN,Mr Henry Damsgaard,20,3rd Class,Passenger,,false
HANSEN,Mr Jens Henrik Marius Juul,25,3rd Class,Passenger,,false
HANSEN,Mrs Jennie Louise,45,3rd Class,Passenger,,true
HARBECK,Mr William H.,45,2nd Class,Passenger,,false
HARDER,Mr George Achilles,25,1st Class,Passenger,,true
HARDER,Mr William,39,Deck,Crew,,true
HARDER,Mrs Dorothy,21,1st Class,Passenger,,true
HARDING,Mr Alfred John,21,Victualling,Crew,,false
HARDWICK,Mr Reginald,21,Victualling,Crew,,true
HARDY,Mr John,40,Victualling,Crew,,true
HARGADON,Miss Kate,17,3rd Class,Passenger,,false
HARKIN,Mr Samuel,36,Engineering,Crew,(Delivery trip only),false
HARKNETT,Miss Alice Phoebe,21,3rd Class,Passenger,,false
HARMES,Mr Robert,31,Deck,Crew,(Delivery trip only),false
HARPER,Miss Annie Jessie,6,2nd Class,Passenger,,true
HARPER,Mr Henry Sleeper,48,1st Class,Passenger,,true
HARPER,Mrs Myra Raymond,49,1st Class,Passenger,,true
HARPER,Rev. John,39,2nd Class,Passenger,,false
HARRINGTON,Mr Charles Henry,37,1st Class,Passenger,Servant,false
HARRIS,Mr Amos,24,Engineering,Crew,,false
HARRIS,Mr Charles William,19,Victualling,Crew,,false
HARRIS,Mr Clifford Henry,17,Victualling,Crew,,false
HARRIS,Mr Edward John,29,Engineering,Crew,,false
HARRIS,Mr Edward Matthew,17,Victualling,Crew,,false
HARRIS,Mr Fred,39,Engineering,Crew,,true
HARRIS,Mr George,62,2nd Class,Passenger,,true
HARRIS,Mr Henry Burkhardt,45,1st Class,Passenger,,false
HARRIS,Mr Joseph,32,Deck,Crew,(Delivery trip only),false
HARRIS,Mr Walter,45,2nd Class,Passenger,,false
HARRIS,Mrs Irene,35,1st Class,Passenger,,true
HARRISON,Mr Aragõa Drummond,40,Victualling,Crew,,true
HARRISON,Mr Norman E.,38,Engineering,Crew,,false
HARRISON,Mr William Henry,45,1st Class,Passenger,Servant,false
HART,Miss Eva Miriam,7,2nd Class,Passenger,,true
HART,Mr Benjamin,47,2nd Class,Passenger,,false
HART,Mr Henry,30,3rd Class,Passenger,,false
HART,Mr James,54,Engineering,Crew,,false
HART,Mr John Edward,31,Victualling,Crew,,true
HART,Mrs Emily Esther Louisa,48,2nd Class,Passenger,,true
HARTLEY,Mr Wallace Henry,33,2nd Class,Passenger,Musician,false
HARTNELL,Mr Fred,21,Victualling,Crew,,true
HARVEY,Mr Herbert Gifford,34,Engineering,Crew,,false
HARVEY,Mr John,26,Engineering,Crew,(Delivery trip only),false
HASSAB,Mr Hammad,27,1st Class,Passenger,Servant,true
HATCH,Mr Hugh,21,Victualling,Crew,,false
HAVELING,Mr A.,26,Engineering,Crew,Transferred,false
HAWKESWORTH,Mr James,52,Victualling,Crew,,false
HAWKESWORTH,Mr William Walter,43,Victualling,Crew,,false
HAWKSFORD,Mr Walter James,45,1st Class,Passenger,,true
HAYS,Miss Margaret Bechstein,24,1st Class,Passenger,,true
HAYS,Mr Charles Melville,55,1st Class,Passenger,,false
HAYS,Mrs Clara Jennings,52,1st Class,Passenger,,true
HAYTER,Mr Arthur,44,Victualling,Crew,,false
HEAD,Mr Alfred,24,Engineering,Crew,,false
HEAD,Mr Christopher,42,1st Class,Passenger,,false
HEALY,Miss Honor,33,3rd Class,Passenger,,true
HEBB,Mr William Albert Thomas,22,Engineering,Crew,,true
HEDDLES,Mr William,39,Deck,Crew,(Delivery trip only),false
HEDLEY,Mr Robert,45,Victualling,Crew,(Delivery trip only),false
HEDMAN,Mr Oskar Arvid,27,3rd Class,Passenger,,true
HEE,Mr Ling,24,3rd Class,Passenger,,true
HEGARTY,Miss Hanora,20,3rd Class,Passenger,,false
HEIKKINEN,Miss Laina Maria,16,3rd Class,Passenger,,true
HEINEN,Mr Joseph Dominichus,30,Victualling,Crew,,false
HEININEN,Miss Wendla Maria,23,3rd Class,Passenger,,false
HELLSTRÖM,Miss Hilda Maria,22,3rd Class,Passenger,,true
HEMMING,Mr Samuel Ernest,43,Deck,Crew,,true
HENDEKOVIĆ,Mr Ignjac,30,3rd Class,Passenger,,false
HENDRICKSON,Mr Charles Osker,28,Engineering,Crew,,true
HENDY,Mr Edward Martin,39,Victualling,Crew,,false
HENRIKSSON,Miss Jenny Lovisa,28,3rd Class,Passenger,,false
HENRY,Miss Bridget,22,3rd Class,Passenger,,false
HENRY,Mr James,47,Engineering,Crew,(Delivery trip only),false
HENSFORD,Mr Herbert George Ernest,26,Victualling,Crew,,false
HEPBURN,Mr William,27,Engineering,Crew,(Delivery trip only),false
HERD,Mr Hugh,35,Engineering,Crew,(Delivery trip only),false
HERMAN,Miss Alice,24,2nd Class,Passenger,,true
HERMAN,Miss Kate,24,2nd Class,Passenger,,true
HERMAN,Mr Samuel,50,2nd Class,Passenger,,false
HERMAN,Mrs Jane,50,2nd Class,Passenger,,true
HESKETH,Mr John Henry,33,Engineering,Crew,,false
HESLIN,Mr James,51,Engineering,Crew,,false
HEWITT,Mr Thomas,37,Victualling,Crew,,false
HEWLETT,Mrs Mary Dunbar,56,2nd Class,Passenger,,true
HICHENS,Mr Robert,29,Deck,Crew,,true
HICKMAN,Mr Leonard Mark,24,2nd Class,Passenger,,false
HICKMAN,Mr Lewis,30,2nd Class,Passenger,,false
HICKMAN,Mr Stanley George,21,2nd Class,Passenger,,false
HILL,Mr Henry Parkinson,37,Victualling,Crew,,false
HILL,Mr James,25,Engineering,Crew,,false
HILL,Mr James Colston,43,Victualling,Crew,,false
HILLIARD,Mr Herbert Henry,44,1st Class,Passenger,,false
HILTUNEN,Miss Martta Maria,18,2nd Class,Passenger,,false
HINCKLEY,Mr George Herbert,40,Victualling,Crew,,false
HINDS,Mr Charles,42,Deck,Crew,(Delivery trip only),false
HINE,Mr William Edward,36,Victualling,Crew,,false
HINTON,Mr Stephen William,30,Engineering,Crew,,false
HIPKINS,Mr William Edward,55,1st Class,Passenger,,false
HIPPACH,Miss Gertrude Isabelle,17,1st Class,Passenger,,true
HIPPACH,Mrs Ida Sophia,44,1st Class,Passenger,,true
HIRVONEN,Miss Hildur Elisabeth,2,3rd Class,Passenger,,true
HIRVONEN,Mrs Helga Elisabeth Lindqvist,22,3rd Class,Passenger,,true
HISCOCK,Mr Sydney George,25,Victualling,Crew,,false
HOARE,Mr Leonard James,18,Victualling,Crew,,false
HOCKING,Miss Ellen,20,2nd Class,Passenger,,true
HOCKING,Mr Richard George,23,2nd Class,Passenger,,false
HOCKING,Mr Samuel James Metcalfe,36,2nd Class,Passenger,,false
HOCKING,Mrs Eliza,54,2nd Class,Passenger,,true
HODGE,Mr Charley,29,Engineering,Crew,,false
HODGES,Mr Henry Price,50,2nd Class,Passenger,,false
HODGES,Mr W.,26,Engineering,Crew,,false
HODGKINSON,Mr Leonard,46,Engineering,Crew,,false
HOGAN,Mr Albert John,19,Victualling,Crew,,false
HOGEBOOM,Mrs Anna Louisa,51,1st Class,Passenger,,true
HOGG,Mr Charles William,43,Victualling,Crew,,false
HOGG,Mr George Alfred,29,Deck,Crew,,true
HOGUE,Mr E.,22,Victualling,Crew,,false
HOLD,Mr Stephen,44,2nd Class,Passenger,,false
HOLD,Mrs Annie Margaret,29,2nd Class,Passenger,,true
HOLDEN,Mr Frank,29,Engineering,Crew,Deserted,false
HOLLAND,Mr James,30,Engineering,Crew,(Delivery trip only),false
HOLLAND,Mr T.,28,Engineering,Crew,(Delivery trip only),false
HOLLAND,Mr Thomas,28,Victualling,Crew,,false
HOLLOWAY,Mr Sidney,24,Victualling,Crew,,false
HOLM,Mr John Fredrik Alexander,43,3rd Class,Passenger,,false
HOLMAN,Mr Harry,29,Deck,Crew,,false
HOLMAN,Mr Thomas,24,Engineering,Crew,(Delivery trip only),false
HOLME,Mr Nicholas,36,Engineering,Crew,(Delivery trip only),false
HOLTEN,Mr Johan Martin,18,3rd Class,Passenger,,false
HOLVERSON,Mr Alexander Oskar,42,1st Class,Passenger,,false
HOLVERSON,Mrs Mary Alice,35,1st Class,Passenger,,true
HOMER,Mr Harry Haven,40,1st Class,Passenger,,true
HONKANEN,Miss Eliina,28,3rd Class,Passenger,,true
HOOD,Mr Ambrose,21,2nd Class,Passenger,,false
HOPGOOD,Mr Roland John C.,29,Engineering,Crew,,false
HOPKINS,Mr Frederick William,14,Victualling,Crew,,false
HOPKINS,Mr Robert John,43,Deck,Crew,,true
HORGAN,Mr John,22,3rd Class,Passenger,,false
HORNER,Mr Alex,38,Engineering,Crew,(Delivery trip only),false
HORSWILL,Mr Albert Edward James,33,Deck,Crew,,true
HOSGOOD,Mr Richard William,22,Engineering,Crew,Substitute Crew,false
HOSKING,Mr George Fox,36,Engineering,Crew,,false
HOSONO,Mr Masabumi,41,2nd Class,Passenger,,true
HOUSE,Mr William Charles,45,Victualling,Crew,,false
HOWARD,Miss May Elizabeth,26,3rd Class,Passenger,,true
HOWARD,Mr Benjamin,63,2nd Class,Passenger,,false
HOWARD,Mrs Ellen Truelove,61,2nd Class,Passenger,,false
HOWELL,Mr Arthur Albert,31,Victualling,Crew,,false
HOYT,Mr Frederick Maxfield,38,1st Class,Passenger,,true
HOYT,Mr William Fisher,43,1st Class,Passenger,,false
HOYT,Mrs Jane Anne,33,1st Class,Passenger,,true
HUGHES,Mr William Thomas,34,Victualling,Crew,,false
HUMBLEN,Mr Adolf Mathias Nicolai Olsen,42,3rd Class,Passenger,,false
HUMBY,Mr Frederick,17,Victualling,Crew,,false
HUME,Mr John Law,21,2nd Class,Passenger,Musician,false
HUMPHREYS,Mr Humphrey,31,Victualling,Crew,,false
HUMPHREYS,Mr Sidney,52,Deck,Crew,,true
HUNT,Mr Albert Sylvanus,23,Engineering,Crew,,true
HUNT,Mr George Henry,34,2nd Class,Passenger,,false
HUNT,Mr Tom,27,Engineering,Crew,,false
HURST,Mr Charles John,40,Engineering,Crew,,false
HURST,Mr Walter,23,Engineering,Crew,,true
HUTCHINSON,Mr James,31,Victualling,Crew,,false
HUTCHINSON,Mr John Hall,28,Deck,Crew,,false
HUTTON,Mr George,37,Engineering,Crew,(Delivery trip only),false
HYLAND,Mr Leo James,19,Victualling,Crew,,true
HYMAN,Mr Joseph Abraham,31,3rd Class,Passenger,,true
IBRĀHĪM-SHAWAH,Mr Yūsuf Hānī,33,3rd Class,Passenger,,false
IBRĀHĪM,Mr Husayn Mahmūd Husayn,11,3rd Class,Passenger,,false
IBRĀHĪM,Mrs Sāfiyah,18,3rd Class,Passenger,,true
ICARD,Miss Rose Amélie,39,1st Class,Passenger,Servant,true
IDE,Mr Harry John,31,Victualling,Crew,,false
ILETT,Miss Bertha,17,2nd Class,Passenger,,true
ILIEV,Mr Ilyo,32,3rd Class,Passenger,,false
ILMAKANGAS,Miss Ida Livija,17,3rd Class,Passenger,,false
ILMAKANGAS,Miss Pieta Sofia,25,3rd Class,Passenger,,false
INGRAM,Mr George,19,Engineering,Crew,,false
INGROUILLE,Mr Henry,21,Victualling,Crew,,false
INGS,Mr William Ernest,20,Victualling,Crew,,false
INSTANCE,Mr Thomas,31,Engineering,Crew,,false
ISHAM,Miss Ann Elizabeth,50,1st Class,Passenger,,false
ISMAY,Mr Joseph Bruce,49,1st Class,Passenger,,true
IVYANOV,Mr Kostya,20,3rd Class,Passenger,,false
JABBUR (ZABOUR),Miss Hileni,16,3rd Class,Passenger,,false
JABBUR (ZABOUR),Miss Thamine,19,3rd Class,Passenger,,false
JACKOPSON,Mr John Henry,30,Engineering,Crew,,false
JACKSON,Mr Cecil,22,Victualling,Crew,,false
JACOBSEN,Mrs Gunhilde Oline 'Lena',63,3rd Class,Passenger,,false
JACOBSOHN,Mr Sidney Samuel,42,2nd Class,Passenger,,false
JACOBSOHN,Mrs Amy Frances Christy,24,2nd Class,Passenger,,true
JAGO,Mr Joseph,59,Engineering,Crew,,false
JAILLET,Mr Henri Marie,38,Restaurant Staff,Crew,,false
JALŠEVAC,Mr Ivan,30,3rd Class,Passenger,,true
JAMES,Mr Thomas,27,Engineering,Crew,,false
JAMES,Mr Thomas,36,Engineering,Crew,(Delivery trip only),false
JAMESON,Mr William,48,Engineering,Crew,(Delivery trip only),false
JANAWAY,Mr William Frank,35,Victualling,Crew,,false
JANIN,Mr Claude Marie,29,Restaurant Staff,Crew,,false
JANSSON,Mr Carl Olof,21,3rd Class,Passenger,,true
JARDIM,Mr José Neto,21,3rd Class,Passenger,,false
JARVIS,Mr Denzil John,46,2nd Class,Passenger,,false
JEFFERY,Mr William Alfred,28,Restaurant Staff,Crew,,false
JEFFERYS,Mr Clifford Thomas,24,2nd Class,Passenger,,false
JEFFERYS,Mr Ernest Wilfred,21,2nd Class,Passenger,,false
JENKIN,Mr Stephen Curnow,32,2nd Class,Passenger,,false
JENNER,Mr F.,31,Deck,Crew,(Delivery trip only),false
JENNER,Mr Thomas Henry (Harry),55,Victualling,Crew,,false
JENSEN,Mr Charles Valdemar,24,Victualling,Crew,,false
JENSEN,Mr Hans Peder,20,3rd Class,Passenger,,false
JENSEN,Mr Niels Rasmus,48,3rd Class,Passenger,,false
JENSEN,Mr Svend Lauritz,16,3rd Class,Passenger,,false
JERMYN,Miss Annie Jane,26,3rd Class,Passenger,,true
JERWAN,Mrs Marie Marthe,23,2nd Class,Passenger,,true
JESSOP,Miss Violet Constance,24,Victualling,Crew,,true
JEWELL,Mr Archie,23,Deck,Crew,,true
JOAS,Mr N.,39,Engineering,Crew,,false
JOHANNESEN,Mr Bernt Johannes,29,3rd Class,Passenger,,true
JOHANSON,Mr Jakob Alfred,34,3rd Class,Passenger,,false
JOHANSSON,Mr Erik,22,3rd Class,Passenger,,false
JOHANSSON,Mr Gustaf Joël,33,3rd Class,Passenger,,false
JOHANSSON,Mr Karl Johan,31,3rd Class,Passenger,,false
JOHANSSON,Mr Nils,30,3rd Class,Passenger,,false
JOHANSSON,Mr Oscar Wilhelm,32,3rd Class,Passenger,,true
JOHNSON,Master Harold Theodor,4,3rd Class,Passenger,,true
JOHNSON,Miss Eleanor Ileen,1,3rd Class,Passenger,,true
JOHNSON,Mr August,49,3rd Class,Passenger,,false
JOHNSON,Mr Malkolm Joackim,33,3rd Class,Passenger,,false
JOHNSON,Mr William Cahoone Jr.,19,3rd Class,Passenger,,false
JOHNSON,Mrs Aliina Vilhelmina,27,3rd Class,Passenger,,true
JOHNSTON,Master William Andrew,8,3rd Class,Passenger,,false
JOHNSTON,Miss Catherine Nellie,7,3rd Class,Passenger,,false
JOHNSTON,Mr Andrew Emslie,35,3rd Class,Passenger,,false
JOHNSTON,Mrs Eliza,36,3rd Class,Passenger,,false
JOHNSTONE,Mr James,52,Victualling,Crew,,true
JONES,Mr Albert Hugh Brabner,17,Victualling,Crew,,false
JONES,Mr Arthur Ernest,37,Victualling,Crew,,false
JONES,Mr Charles Cresson,46,1st Class,Passenger,,false
JONES,Mr Harry Owen Glendower,36,Victualling,Crew,,false
JONES,Mr Thomas William,34,Deck,Crew,,true
JONES,Mr Victor Reginald,20,Victualling,Crew,,false
JONSSON,Mr Karl,25,3rd Class,Passenger,,true
JÖNSSON,Mr Nils Hilding,27,3rd Class,Passenger,,false
JOSEPH,Mr Kirkpatrick,37,Engineering,Crew,(Delivery trip only),false
JOUANNAULT,Mr Georges Jules,24,Restaurant Staff,Crew,,false
JOUGHIN,Mr Charles John,33,Victualling,Crew,,true
JUDD,Mr Charles Edward,31,Engineering,Crew,,true
JUKES,Mr Henry James,38,Engineering,Crew,,false
JULIAN,Mr Henry Forbes,50,1st Class,Passenger,,false
JUPE,Mr Boykett Herbert,30,Engineering,Crew,,false
JUSSILA,Miss Katriina,20,3rd Class,Passenger,,false
JUSSILA,Miss Mari Aina,21,3rd Class,Passenger,,false
JUSSILA,Mr Eiriik,32,3rd Class,Passenger,,true
KALLIO,Mr Nikolai Erland,17,3rd Class,Passenger,,false
KALVIK,Mr Johannes Halvorsen,21,3rd Class,Passenger,,false
KANTOR,Mr Sinai,34,2nd Class,Passenger,,false
KANTOR,Mrs Miriam,24,2nd Class,Passenger,,true
KARAJIĆ,Mr Milan,30,3rd Class,Passenger,,false
KARLSSON,Mr Einar Gervasius,21,3rd Class,Passenger,,true
KARLSSON,Mr Julius Konrad Eugen,33,3rd Class,Passenger,,false
KARLSSON,Mr Nils August,22,3rd Class,Passenger,,false
KARNES,Mrs Claire,22,2nd Class,Passenger,,false
KARUN,Miss Manca,5,3rd Class,Passenger,,true
KARUN,Mr Franz,39,3rd Class,Passenger,,true
KASPER,Mr F.,40,Engineering,Crew,,true
KATAVELOS,Mr Vasilios G.,19,3rd Class,Passenger,,false
KAVANAGH,Mr William,27,Deck,Crew,(Delivery trip only),false
KEANE,Miss Nora Agnes,46,2nd Class,Passenger,,true
KEANE,Mr Andrew,23,3rd Class,Passenger,,false
KEANE,Mr Daniel,35,2nd Class,Passenger,,false
KEARL,Mr Charles Henry,44,Engineering,Crew,,false
KEARL,Mr George Edward,25,Engineering,Crew,,false
KEEGAN,Mr James,38,Engineering,Crew,,false
KEEN,Mr Percy Edward,30,Victualling,Crew,,true
KEENAN,Mr John,58,Engineering,Crew,(Delivery trip only),false
KEENAN,Mr Patrick,35,Engineering,Crew,(Delivery trip only),false
KEENAN,Mr William,32,Engineering,Crew,(Delivery trip only),false
KEENAN,Mr William,43,Engineering,Crew,(Delivery trip only),false
KEEPING,Mr Edwin Herbert,33,1st Class,Passenger,Servant,false
KELLAND,Mr Thomas,19,Victualling,Crew,,false
KELLY,Miss Anna Katherine,20,3rd Class,Passenger,,true
KELLY,Miss Mary,22,3rd Class,Passenger,,true
KELLY,Mr James,19,3rd Class,Passenger,,false
KELLY,Mr James,44,3rd Class,Passenger,,false
KELLY,Mr James,44,Engineering,Crew,,false
KELLY,Mr William Patrick,23,Engineering,Crew,,false
KELLY,Mrs Fanny Maria,48,2nd Class,Passenger,,true
KEMISH,Mr George,22,Engineering,Crew,,true
KEMP,Mr Thomas Hulman,43,Engineering,Crew,,false
KENNEDY,Mr John,24,3rd Class,Passenger,,true
KENNELL,Mr Charles,30,Victualling,Crew,,false
KENT,Mr Edward Austin,58,1st Class,Passenger,,false
KENYON,Mr Frederick Roland,41,1st Class,Passenger,,false
KENYON,Mrs Marion Estelle,40,1st Class,Passenger,,true
KENZLER,Mr August,44,Engineering,Crew,,false
KERLEY,Mr William Thomas,28,Victualling,Crew,,false
KERNAGHAN,Mr David,30,Engineering,Crew,(Delivery trip only),false
KERNEY,Mr William,39,Engineering,Crew,(Delivery trip only),false
KERR,Mr Thomas Russell,26,Engineering,Crew,,false
KETCHLEY,Mr Henry,36,Victualling,Crew,,false
KHALĪL 'ATTA ALLĀH,Mr Sulaymān,27,3rd Class,Passenger,,false
KHALIL,Mr Betros,25,3rd Class,Passenger,,false
KHALIL,Mrs Zahie,20,3rd Class,Passenger,,false
KIERAN,Mr Edgar Michael,34,Victualling,Crew,,false
KIERAN,Mr James William,35,Victualling,Crew,,false
KIERNAN,Mr John Joseph,26,3rd Class,Passenger,,false
KIERNAN,Mr Philip,22,3rd Class,Passenger,,false
KILFORD,Mr P.,29,Victualling,Crew,Left Ship Sick,false
KILGANNON,Mr Thomas,21,3rd Class,Passenger,,false
KIMBALL,Mr Edwin Nelson Jr.,42,1st Class,Passenger,,true
KIMBALL,Mrs Susan Gertrude,45,1st Class,Passenger,,true
KINCHENTEN,Mr Frederick Charles,36,Engineering,Crew,,false
KING,Mr Alfred John Moffett,18,Victualling,Crew,,false
KING,Mr Ernest Waldron,28,Victualling,Crew,,false
KING,Mr Thomas Walter,42,Deck,Crew,,false
KINGSCOTE,Mr William Ford,48,Victualling,Crew,,false
KINK-HEILMANN,Miss Luise Gretchen,4,3rd Class,Passenger,,true
KINK-HEILMANN,Mrs Luise,26,3rd Class,Passenger,,true
KINK,Miss Maria,23,3rd Class,Passenger,,false
KINK,Mr Anton,29,3rd Class,Passenger,,true
KINK,Mr Vincenz,26,3rd Class,Passenger,,false
KINSELLA,Mr Louis,30,Engineering,Crew,Substitute Crew,false
KINSTRY,Mr Charles,30,Engineering,Crew,(Delivery trip only),false
KIRKALDY,Mr Thomas Benjamin,35,Victualling,Crew,,false
KIRKHAM,Mr James,43,Engineering,Crew,,false
KIRKLAND,Fr Charles Leonard,71,2nd Class,Passenger,,false
KITCHING,Mr Arthur Alfred,31,Victualling,Crew,,false
KLABER,Mr Herman,41,1st Class,Passenger,,false
KLASÉN,Miss Gertrud Emilia,1,3rd Class,Passenger,,false
KLASÉN,Mr Klas Albin,18,3rd Class,Passenger,,false
KLASÉN,Mrs Hulda Kristina Eugenia,36,3rd Class,Passenger,,false
KLEIN,Mr Herbert,34,Victualling,Crew,,false
KNEESE,Miss,0,2nd Class,Passenger,Cross Channel Passenger,true
KNIGHT,Mr George,46,Victualling,Crew,,true
KNIGHT,Mr Leonard George,21,Victualling,Crew,,false
KNIGHT,Mr Robert,42,2nd Class,Passenger,H&W Guarantee Group,false
KNOWLES,Mr Thomas,44,Engineering,Crew,,true
KOLEV,Mr Petr,36,3rd Class,Passenger,,false
KOLEV,Mr Sotir,24,3rd Class,Passenger,,false
KRAEFF,Mr Theodor,0,3rd Class,Passenger,,false
KREKORIAN,Mr Neshan,25,3rd Class,Passenger,,true
KREUCHEN,Miss Emilie,29,1st Class,Passenger,Servant,true
KRINS,Mr Georges Alexandre,23,2nd Class,Passenger,Musician,false
KUTSCHER (LITHMAN),Mr Simon,27,3rd Class,Passenger,,false
KVILLNER,Mr Johan Henrik Johannesson,31,2nd Class,Passenger,,false
LACEY,Mr Bertie William,19,Victualling,Crew,,false
LAHHŪD ISHAQ MU'AWWAD,Mr Sarkīs,35,3rd Class,Passenger,,false
LAHTINEN,Mrs Anna Amelia,34,2nd Class,Passenger,,false
LAHTINEN,Rev. William,35,2nd Class,Passenger,,false
LAHY,Mr T.,41,Engineering,Crew,,false
LAITINEN,Miss Kristina Sofia,38,3rd Class,Passenger,,false
LAKE,Mr William,46,Victualling,Crew,,false
LAM,Mr Ali,38,3rd Class,Passenger,,true
LAM,Mr Len,23,3rd Class,Passenger,,false
LAMB,Mr John J.,31,2nd Class,Passenger,,false
LANDERGREN,Miss Aurora Adelia,22,3rd Class,Passenger,,true
LANE,Mr Albert Edward,33,Victualling,Crew,,false
LANE,Mr Patrick,16,3rd Class,Passenger,,false
LANG,Mr Fang,32,3rd Class,Passenger,,true
LAROCHE,Miss Louise,1,2nd Class,Passenger,,true
LAROCHE,Miss Simonne Marie Anne Andrée,3,2nd Class,Passenger,,true
LAROCHE,Mr Joseph Philippe Lemercier,25,2nd Class,Passenger,,false
LAROCHE,Mrs Juliette Marie Louise,22,2nd Class,Passenger,,true
LARSSON,Mr August Viktor,29,3rd Class,Passenger,,false
LARSSON,Mr Bengt Edvin,29,3rd Class,Passenger,,false
LATIMER,Mr Andrew,55,Victualling,Crew,,false
LAVINGTON,Miss Elizabeth,40,Victualling,Crew,,true
LAWRANCE,Mr Arthur,36,Victualling,Crew,,false
LEADER,Dr Alice May,49,1st Class,Passenger,,true
LEADER,Mr Archibald,22,Victualling,Crew,,false
LEATHER,Mrs Elizabeth Mary,50,Victualling,Crew,,true
LEE,Mr Henry Reginald,29,Victualling,Crew,,true
LEE,Mr Herbert Henry,17,Engineering,Crew,,false
LEE,Mr Reginald Robinson,41,Deck,Crew,,true
LEFEBVRE,Master Henry,5,3rd Class,Passenger,,false
LEFEBVRE,Miss Ida,3,3rd Class,Passenger,,false
LEFEBVRE,Miss Jeannie,8,3rd Class,Passenger,,false
LEFEBVRE,Miss Mathilde,12,3rd Class,Passenger,,false
LEFEBVRE,Mr Paul Georges,35,Victualling,Crew,,false
LEFEBVRE,Mrs Frances Marie,40,3rd Class,Passenger,,false
LEHMANN,Miss Bertha,17,2nd Class,Passenger,,true
LEINONEN,Mr Antti Gustaf,32,3rd Class,Passenger,,false
LEITCH,Miss Jessie Wills,31,2nd Class,Passenger,,true
